,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,5.379321670532226,0.04107883992147754,0.08831615447998047,0.020413593200420355,5,1,10,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.9408602150537634,0.9100817438692099,0.9333333333333333,0.8918918918918918,0.9100817438692099,0.9172497856034816,0.01767437299879099,279,0.9793672627235213,0.9834938101788171,0.9793388429752066,0.9862637362637362,0.9793672627235213,0.9815661829729605,0.0028430370225102056
12,8.63410964012146,0.2344387006654762,0.12979207038879395,0.011254056337613427,5,1,10,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.9433962264150944,0.912568306010929,0.9438202247191012,0.8948787061994611,0.9150684931506851,0.9219463912990541,0.01900775398754256,187,0.9800412938747419,0.9841488628532047,0.9800412938747419,0.9849315068493151,0.9807427785419532,0.9819811471987914,0.002119586374447493
13,13.933579111099244,0.051806227080795755,0.19008970260620117,0.0025855212247945726,5,1,10,800,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 800}",0.9513513513513514,0.912568306010929,0.9438202247191012,0.894308943089431,0.907608695652174,0.9219315041645973,0.021911009560058266,188,0.9793672627235213,0.984869325997249,0.9794238683127573,0.9835841313269494,0.9793672627235213,0.9813223702167996,0.0024060614592336547
14,21.36923828125,0.18798439870023823,0.2992222309112549,0.019785974610663126,5,1,10,1200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 1200}",0.948509485094851,0.9155313351498637,0.9438202247191012,0.894308943089431,0.9105691056910569,0.9225478187488607,0.02057512129902604,161,0.9793956043956045,0.984192439862543,0.9794238683127573,0.9856065798492119,0.9821182943603851,0.9821473573561004,0.0024955546196200077
15,1.7524386405944825,0.014329631218762856,0.0323786735534668,0.002366413193226704,5,1,15,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 100}",0.9326145552560646,0.9100817438692099,0.9325842696629215,0.8948787061994611,0.9105691056910569,0.9161456761357428,0.014571237142809307,286,0.9758787043418332,0.9760765550239235,0.9738651994497937,0.978021978021978,0.9746401644962304,0.9756965202667518,0.0014180969412386191
16,5.224212026596069,0.015753292985147577,0.07775607109069824,0.001868533218082585,5,1,15,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 300}",0.9408602150537634,0.9130434782608695,0.9382022471910112,0.8864864864864865,0.9155313351498637,0.9188247524283989,0.019753896268278053,252,0.980013783597519,0.9780521262002743,0.9793388429752066,0.9814941740918437,0.9800412938747419,0.9797880441479171,0.0011172435655056982
17,8.836073684692384,0.06920691030179192,0.12476902008056641,0.0035039619649250313,5,1,15,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 500}",0.9487870619946092,0.9100817438692099,0.9382022471910112,0.889487870619946,0.9105691056910569,0.9194256058731666,0.021338559977032212,240,0.9786648313833449,0.9786941580756015,0.9759450171821307,0.9828884325804244,0.9800687285223368,0.9792522335487677,0.002257555185289139
18,14.258011627197266,0.20270742635524208,0.21399922370910646,0.022243508825556233,5,1,15,800,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 800}",0.948509485094851,0.9120879120879122,0.9411764705882353,0.9002695417789757,0.9081081081081082,0.9220303035316164,0.019151669349192983,185,0.9800412938747419,0.980123372172721,0.9787234042553192,0.9829118250170882,0.9793388429752066,0.9802277476590154,0.0014354881492418875
19,20.90481038093567,0.13409444095396403,0.2854628562927246,0.005308716071343728,5,1,15,1200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 1200}",0.948509485094851,0.9155313351498637,0.9382022471910112,0.8972972972972973,0.9081081081081082,0.9215296945682263,0.019022152791597958,196,0.9793956043956045,0.9807692307692308,0.9787525702535983,0.9828884325804244,0.9813664596273292,0.9806344595252374,0.001463601806100749
20,1.754533576965332,0.017741971795296293,0.030897808074951173,0.0044567515987378944,5,2,2,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9456521739130436,0.8991825613079019,0.9121813031161473,0.8907103825136612,0.9037433155080213,0.9102939472717549,0.018992924927331723,315,0.9786648313833449,0.9767441860465116,0.9773195876288661,0.9828178694158075,0.9767123287671233,0.9784517606483307,0.0022948444367189413
21,5.19186053276062,0.0383384568412226,0.08014082908630371,0.00324184513989221,5,2,2,300,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.9459459459459458,0.912568306010929,0.9157303370786517,0.891304347826087,0.9086021505376345,0.9148302174798495,0.017699550150010894,299,0.9827942188575362,0.980123372172721,0.9807692307692308,0.9842141386410432,0.9820441988950277,0.9819890318671117,0.0014540337313541961
22,8.67283844947815,0.02063813137597121,0.12289509773254395,0.004602833426353673,5,2,2,500,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.9459459459459458,0.9095890410958904,0.9329608938547486,0.8972972972972973,0.9105691056910569,0.9192724567769878,0.017614044553219816,246,0.9793956043956045,0.9814687714481812,0.9794238683127573,0.9849315068493151,0.9814177563661391,0.9813275014743995,0.002018564015856631
23,13.899768400192261,0.30485867498113906,0.19202957153320313,0.020719663546159717,5,2,2,800,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}",0.9427792915531336,0.9100817438692099,0.9325842696629215,0.8948787061994611,0.9105691056910569,0.9181786233951567,0.017199220199089493,272,0.9787234042553192,0.984869325997249,0.9787234042553192,0.9862825788751715,0.9827942188575362,0.982278586448119,0.0031076809487771448
24,21.252360534667968,0.16733546075547945,0.2889548778533936,0.008906811044726333,5,2,2,1200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1200}",0.948509485094851,0.9175824175824175,0.9385474860335196,0.894308943089431,0.9105691056910569,0.9219034874982551,0.01946021856327118,189,0.9793956043956045,0.9855670103092784,0.9780521262002743,0.9849315068493151,0.9821182943603851,0.9820129084229714,0.002956316606035834
25,1.7837993144989013,0.05908261171272358,0.028930044174194335,0.0033329135263196067,5,2,5,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9351351351351351,0.9071038251366121,0.9265536723163842,0.8980716253443526,0.9032258064516129,0.9140180128768194,0.014294338718696419,304,0.9759450171821307,0.9760438056125942,0.9759450171821307,0.98079561042524,0.9767123287671233,0.9770883558338437,0.001875668663173194
26,5.264723014831543,0.07962593001879326,0.10649642944335938,0.054385716456494405,5,2,5,300,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.943089430894309,0.9150684931506851,0.9183098591549296,0.889487870619946,0.9086021505376345,0.9149115608715007,0.01727274212598437,298,0.9800960878517502,0.9814687714481812,0.9800960878517502,0.9835164835164836,0.9827228749136144,0.9815800611163559,0.0013764079175369677
27,8.912809228897094,0.17745007438285446,0.1259213924407959,0.0058638521528649,5,2,5,500,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.9487870619946092,0.9090909090909091,0.9355742296918768,0.8997289972899728,0.9130434782608695,0.9212449352656474,0.018120801636452393,208,0.9800687285223368,0.9828178694158075,0.980123372172721,0.9849315068493151,0.9814177563661391,0.9818718466652638,0.0018314516414363264
28,14.24830207824707,0.46418506003538146,0.18458843231201172,0.03848567477332487,5,2,5,800,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}",0.9487870619946092,0.9071038251366121,0.9355742296918768,0.8972972972972973,0.9081081081081082,0.9193741044457008,0.019454737065481873,244,0.9793956043956045,0.984192439862543,0.9787234042553192,0.9856065798492119,0.9807692307692308,0.9817374518263818,0.0027019734299182346
